perc=0.05.-facts.-binary.-active,72.79530406,72.8457798958,74.929817915,79.739607811,83.7250938416,88.7974069118,94.9747979641,81.1154011999
perc=0.1.+facts.+binary.+active,77.309898138,79.7890779972,81.4615199566,83.6149840355,88.2824039459,92.5809829235,127.87788105,90.13096400667143
perc=0.1.+facts.+binary.-active,98.6628649235,98.6756780148,107.842290163,113.794533014,119.575646877,121.441486835,124.749971867,112.1060673849
perc=0.1.+facts.-binary.+active,64.8829331398,66.8540380001,88.2366499901,89.6593241692,119.597957134,134.300253153,169.771884918,104.75757721488571
perc=0.1.+facts.-binary.-active,62.7046530247,81.7098329067,93.769849062,103.015429974,131.658463955,138.486317158,143.848349094,107.88469931062858
perc=0.1.-facts.+binary.+active,61.9523770809,74.4332039356,82.6980772018,86.562087059,97.9726531506,99.5081470013,122.637704134,89.39489279474287
perc=0.1.-facts.+binary.-active,74.9889309406,84.3481519222,89.6166040897,104.873265028,106.594196796,112.954654932,117.393929005,98.68139038764286
perc=0.1.-facts.-binary.+active,63.4485650063,73.7205860615,74.2279398441,74.6593151093,94.3582699299,96.5526161194,134.012423038,87.28281644407143
perc=0.1.-facts.-binary.-active,79.1348562241,79.3599359989,83.2697610855,83.7107892036,87.4272150993,93.5287289619,133.434415102,91.40938595361429
perc=0.15.+facts.+binary.+active,84.8783550262,88.6827290058,94.0376870632,98.8334100246,103.579761982,112.492427826,128.867922068,101.62461328511428
perc=0.15.+facts.+binary.-active,84.289222002,94.5654990673,104.414023876,122.707139969,136.612310886,138.106909037,143.99526,117.81290926247142
perc=0.15.+facts.-binary.+active,73.1911690235,74.3632280827,83.6826841831,103.500705004,104.03555584,104.643363953,106.767681837,92.88348398904284
perc=0.15.+facts.-binary.-active,83.2691619396,94.7165529728,98.9000370502,99.7992460728,104.714825869,113.94413209,134.761201859,104.3007368362
perc=0.15.-facts.+binary.+active,82.5732858181,83.0458779335,88.9024839401,92.3228681087,94.5995399952,101.908152819,108.73675108,93.15556567065714
perc=0.15.-facts.+binary.-active,79.9844148159,82.1798300743,83.1458990574,83.8584201336,92.0360040665,127.688194036,131.945976973,97.26267702238572
perc=0.15.-facts.-binary.+active,73.7024378777,88.7645652294,93.4998130798,96.4976291656,111.964682102,113.601710081,117.529056072,99.36569908678572
perc=0.15.-facts.-binary.-active,89.0939269066,97.4740579128,98.2147290707,109.762865782,118.188940048,119.683128119,129.527201891,108.84926424715715
perc=0.2.+facts.+binary.+active,102.036587,107.021578074,114.816754103,128.676660061,139.089094162,139.452590942,156.237267017,126.76150447985715
perc=0.2.+facts.+binary.-active,84.5447850227,84.6186079979,92.9023849964,132.07439518,158.213420868,172.939108133,173.244832993,128.36250502728572
perc=0.2.+facts.-binary.+active,79.2164390087,84.8310000896,97.7097740173,98.3917300701,98.4494481087,138.342838049,144.053406,105.85637647762857
perc=0.2.+facts.-binary.-active,94.8253219128,103.050585032,104.391438961,114.261190891,126.790638924,143.276704073,181.78864193,124.0549316748286
perc=0.2.-facts.+binary.+active,85.009278059,87.2027878761,94.6623580456,99.0089728832,101.590023994,112.823805094,118.133761883,99.77585540498572
perc=0.2.-facts.+binary.-active,94.4990808964,99.5106899738,99.6541721821,99.7137510777,113.059834957,122.44597888,166.95616293,113.69138155671429
perc=0.2.-facts.-binary.+active,84.2697811127,89.383523941,91.5681920052,93.8873388767,96.9022939205,109.910959959,112.678980112,96.94300998958572
perc=0.2.-facts.-binary.-active,82.3856179714,86.5525069237,91.87834692,98.9517829418,103.647804022,106.783092976,126.602334023,99.54306939684285
perc=1.0.+facts.+binary.+active,178.218780994,178.42336607,192.571687937,232.311470985,250.413386106,251.181939125,310.516448975,227.6624400274286
perc=1.0.-facts.+binary.+active,191.81781888,229.100009918,247.701151848,263.435201168,264.428869009,283.116827965,301.336011171,254.41941285128573
sizele2.+facts,66.9494409561,66.988779068,68.6347019672,71.2810878754,74.7588090897,82.0538711548,109.170883179,77.11965332717143
sizele2.-facts,56.8451108932,63.8377420902,68.3771750927,69.9305820465,83.397206068,89.4344809055,92.8942079544,74.9595007215
sizele3.+facts,59.3140559196,67.3455450535,72.5210690498,74.0955319405,79.0112128258,82.7354400158,88.6704027653,74.81332251004287
sizele3.-facts,52.2284119129,69.4906921387,71.8527748585,77.5427379608,81.5313489437,99.9200201035,104.614642143,79.59723258015715
sizele4.+facts,63.3204870224,69.7631819248,76.5775201321,79.0842838287,79.1045818329,82.2662022114,91.5860130787,77.38603857585714
sizele4.-facts,52.8164219856,59.1426811218,59.6554617882,81.8990168571,84.2068350315,92.7799680233,154.868619919,83.62414353235715
sizele5.+facts,67.331179142,69.4753069878,72.4180738926,77.8613538742,77.9063141346,78.6948049068,92.5301451683,76.60245401518571
sizele5.-facts,59.2093379498,61.828728199,74.73467803,78.5407061577,78.8511030674,89.2589650154,93.8757710457,76.61418420928571
sizele6.+facts,54.3124039173,63.8584001064,64.7733769417,66.6990289688,78.3976278305,78.9731838703,79.8018109798,69.54511894497142
sizele6.-facts,53.6465280056,72.6191418171,78.3335440159,78.5925190449,81.4850618839,83.2474792004,84.5065150261,76.06154128484286
