perc=0.15.-facts.-binary.-active,377.850930929,409.425742865,488.347270012,567.526843071,852.901149035,1004.75270796,616.8007739786667
perc=0.2.+facts.+binary.+active,599.657628059,619.052484989,643.293963909,678.76590085,724.017975092,742.545372963,667.8888876436666
perc=0.2.+facts.+binary.-active,673.48692894,728.393894911,779.982712984,814.086363077,839.452772141,848.093014956,780.5826145015
perc=0.2.+facts.-binary.+active,503.562594891,512.102967978,556.884673834,583.279093981,632.867245913,837.527616978,604.3706989291667
perc=0.2.+facts.-binary.-active,543.216943026,549.099385023,573.404807091,659.957988977,684.192329884,733.376379967,623.8746389946666
perc=0.2.-facts.+binary.+active,478.342838049,592.350743055,633.828185081,653.021990061,668.979893923,714.549005985,623.512109359
perc=0.2.-facts.+binary.-active,461.38637805,629.720883846,631.555969,664.593544006,738.896360874,789.062220097,652.5358926455
perc=0.2.-facts.-binary.+active,548.85010004,573.395222902,593.97035408,618.875617981,627.773097038,843.867723942,634.4553526638332
perc=0.2.-facts.-binary.-active,533.366306067,574.177864075,629.044811964,719.93155694,723.606700897,823.092097044,667.2032228311667
perc=1.0.+facts.+binary.+active,1375.08527803,1488.64776397,1749.75370193,2106.79798603,2405.03928089,3428.48599195,2092.301667133333
perc=1.0.-facts.+binary.+active,1399.20733118,1469.21173787,1671.06298399,1707.55688214,1840.89113808,1882.78470802,1661.78579688
sizele2.+facts,417.917837858,473.685865879,512.626449108,561.914335966,581.76333189,727.15696311,545.8441306351666
sizele2.-facts,325.044092178,334.543174982,403.361411095,422.728785038,472.588871956,1014.92416501,495.5317500431667
sizele3.+facts,368.797474146,413.115023851,601.842269182,708.412513018,963.935637951,1349.22674918,734.2216112213333
sizele3.-facts,379.144293785,408.652248859,413.392000914,519.61413312,669.358838081,888.687819958,546.4748891195001
sizele4.+facts,356.593434811,419.336706877,423.663665056,478.017153025,641.712736845,754.746223211,512.3449866375
sizele4.-facts,363.943675041,364.832146883,392.935299873,444.116038084,494.328871965,579.234869003,439.8984834748333
sizele5.+facts,510.050259113,547.775847912,548.775029898,558.737560034,633.437777996,1028.45752907,637.8723340038333
sizele5.-facts,319.796751022,419.966781139,472.991539001,517.839612007,1017.12020612,1448.52604914,699.3734897381668
sizele6.+facts,371.485337973,397.59757781,524.841633081,549.401762009,687.208877087,863.821800947,565.7261648178334
sizele6.-facts,388.842025042,398.011639118,414.949365854,469.566581964,474.521509886,639.105858088,464.16616332533334
