perc=0.15.-facts.+binary.+active,874.827251911,1074.27906394,1400.00439405,1498.33487988,1793.16317606,1328.1217531682
perc=0.15.-facts.+binary.-active,602.826657057,637.765724897,983.990693092,1001.87180996,1181.98998094,881.6889731891999
perc=0.15.-facts.-binary.+active,717.602944851,814.934936047,1016.95951891,1099.23552704,1307.81208897,991.3090031636
perc=0.15.-facts.-binary.-active,755.014527082,778.589966059,1253.97924209,1741.8227849,3948.53133297,1695.5875706202
perc=0.2.+facts.+binary.+active,699.451032162,858.548389912,894.808671951,932.622553825,944.726702929,866.0314701558
perc=0.2.+facts.+binary.-active,689.148236036,863.162393093,871.915277004,1001.76704001,1226.23885012,930.4463592526001
perc=0.2.+facts.-binary.+active,729.484380007,825.029461861,873.440181017,1062.98201084,1993.96915317,1096.981037379
perc=0.2.+facts.-binary.-active,709.300885916,729.505656958,807.463718891,1179.19944096,1676.61111712,1020.4161639690001
perc=0.2.-facts.+binary.+active,701.372699022,941.929734945,988.216320992,1281.33505607,3088.75333786,1400.3214297778
perc=0.2.-facts.+binary.-active,857.903344154,1012.024014,1024.28535986,1223.90377402,1535.10615611,1130.6445296287998
perc=0.2.-facts.-binary.+active,926.894545078,1004.27340794,1074.51594996,1399.68131304,2263.64948511,1333.8029402256002
perc=0.2.-facts.-binary.-active,1087.34606791,1101.71110702,1202.71814609,1418.48503399,4161.83603406,1794.419277814
perc=1.0.+facts.+binary.+active,1722.09607315,2410.1580441,3011.98197794,3042.18315387,3197.42000389,2676.76785059
perc=1.0.-facts.+binary.+active,1359.35025001,1919.67595482,3177.26985693,3418.37479997,4367.83469892,2848.50111213
sizele2.+facts,323.430456877,422.640974045,553.336221933,633.894399881,800.01728487,546.6638675212
sizele2.-facts,369.410617113,444.233062983,568.303903103,614.957288027,882.435738802,575.8681220056
sizele3.+facts,247.413542032,254.656651974,379.662763119,413.34009099,479.000381947,354.8146860124
sizele3.-facts,233.829560995,359.400763035,381.263548851,498.101590157,998.768005133,494.2726936342
sizele4.+facts,273.053725958,283.310199022,287.491070032,338.471298933,351.344413042,306.73414139740004
sizele4.-facts,309.521538973,347.531637907,358.242309093,432.765865088,824.255917072,454.4634536266
sizele5.+facts,174.18466115,199.34869504,274.244337082,303.866483927,606.120209932,311.55287742620004
sizele5.-facts,222.938407898,226.872283936,263.061048985,302.001381874,318.505095959,266.6756437304
sizele6.+facts,214.158720016,271.69422698,338.973608017,366.184482098,694.000558853,377.0023191928
sizele6.-facts,253.302903891,276.961115122,296.195219994,377.014904976,477.489064932,336.192641783
